MSOA11CD,date,d074,d75plus,MSOA11NM,dtot,year,month,day,doy,dow,tmean
E02000347,2013-08-30,0,0,Hackney 003,0,2013,8,30,242,6,19.7243099212647
E02000347,2013-08-31,0,0,Hackney 003,0,2013,8,31,243,7,17.0943489074707
E02000348,2006-06-01,0,0,Hackney 004,0,2006,6,1,152,5,11.2487354278564
E02000348,2006-06-02,0,0,Hackney 004,0,2006,6,2,153,6,14.9486045837402
E02000348,2006-06-03,0,0,Hackney 004,0,2006,6,3,154,7,16.6325969696045
E02000348,2006-06-04,0,0,Hackney 004,0,2006,6,4,155,1,16.7128276824951
E02000348,2006-06-05,0,0,Hackney 004,0,2006,6,5,156,2,15.9343852996826
E02000348,2006-06-06,0,0,Hackney 004,0,2006,6,6,157,3,14.3471393585205
E02000348,2006-06-07,0,0,Hackney 004,0,2006,6,7,158,4,18.3274803161621
E02000348,2006-06-08,0,0,Hackney 004,0,2006,6,8,159,5,20.1593704223633
E02000348,2006-06-09,0,0,Hackney 004,0,2006,6,9,160,6,19.4218997955322
E02000348,2006-06-10,0,0,Hackney 004,0,2006,6,10,161,7,21.2491283416748
E02000348,2006-06-11,0,0,Hackney 004,0,2006,6,11,162,1,22.8411026000977
E02000348,2006-06-12,0,0,Hackney 004,0,2006,6,12,163,2,24.9044303894043
E02000348,2006-06-13,0,0,Hackney 004,0,2006,6,13,164,3,20.5802879333496
E02000348,2006-06-14,0,0,Hackney 004,0,2006,6,14,165,4,16.2531242370605
E02000348,2006-06-15,0,0,Hackney 004,0,2006,6,15,166,5,16.053897857666
E02000348,2006-06-16,2,0,Hackney 004,2,2006,6,16,167,6,18.2135448455811
E02000348,2006-06-17,0,0,Hackney 004,0,2006,6,17,168,7,21.149829864502
E02000348,2006-06-18,0,0,Hackney 004,0,2006,6,18,169,1,20.2982540130615
E02000348,2006-06-19,0,0,Hackney 004,0,2006,6,19,170,2,17.9425868988037
E02000348,2006-06-20,0,0,Hackney 004,0,2006,6,20,171,3,18.4797840118408
E02000348,2006-06-21,0,0,Hackney 004,0,2006,6,21,172,4,17.2065773010254
E02000348,2006-06-22,0,0,Hackney 004,0,2006,6,22,173,5,15.7799558639526
E02000348,2006-06-23,0,0,Hackney 004,0,2006,6,23,174,6,16.1621494293213
E02000348,2006-06-24,0,0,Hackney 004,0,2006,6,24,175,7,18.703275680542
E02000348,2006-06-25,0,0,Hackney 004,0,2006,6,25,176,1,18.2483367919922
E02000348,2006-06-26,0,0,Hackney 004,0,2006,6,26,177,2,14.848876953125
E02000348,2006-06-27,0,0,Hackney 004,0,2006,6,27,178,3,15.3916625976563
E02000348,2006-06-28,0,0,Hackney 004,0,2006,6,28,179,4,16.5303955078125
E02000348,2006-06-29,0,0,Hackney 004,0,2006,6,29,180,5,17.9739780426025
E02000348,2006-06-30,0,0,Hackney 004,0,2006,6,30,181,6,20.1416873931885
E02000348,2006-07-01,0,0,Hackney 004,0,2006,7,1,182,7,21.6407814025879
E02000348,2006-07-02,0,0,Hackney 004,0,2006,7,2,183,1,24.5361099243164
E02000348,2006-07-03,0,0,Hackney 004,0,2006,7,3,184,2,23.6401882171631
E02000348,2006-07-04,1,0,Hackney 004,1,2006,7,4,185,3,23.4516048431397
E02000348,2006-07-05,0,0,Hackney 004,0,2006,7,5,186,4,20.6697731018066
E02000348,2006-07-06,0,1,Hackney 004,1,2006,7,6,187,5,20.9115352630615
E02000348,2006-07-07,1,0,Hackney 004,1,2006,7,7,188,6,19.4547176361084
E02000348,2006-07-08,0,0,Hackney 004,0,2006,7,8,189,7,18.1638221740723
E02000348,2006-07-09,0,0,Hackney 004,0,2006,7,9,190,1,18.9897537231445
E02000348,2006-07-10,0,0,Hackney 004,0,2006,7,10,191,2,18.4670448303223
E02000348,2006-07-11,0,0,Hackney 004,0,2006,7,11,192,3,21.3366451263428
E02000348,2006-07-12,0,0,Hackney 004,0,2006,7,12,193,4,20.0695762634277
E02000348,2006-07-13,0,0,Hackney 004,0,2006,7,13,194,5,18.9745826721191
E02000348,2006-07-14,0,0,Hackney 004,0,2006,7,14,195,6,17.445930480957
E02000348,2006-07-15,0,0,Hackney 004,0,2006,7,15,196,7,19.1399269104004
E02000348,2006-07-16,0,0,Hackney 004,0,2006,7,16,197,1,21.6787624359131
E02000348,2006-07-17,0,0,Hackney 004,0,2006,7,17,198,2,23.3788318634033
E02000348,2006-07-18,0,0,Hackney 004,0,2006,7,18,199,3,23.9658641815186
E02000348,2006-07-19,0,1,Hackney 004,1,2006,7,19,200,4,25.7750225067139
E02000348,2006-07-20,0,0,Hackney 004,0,2006,7,20,201,5,25.480318069458
E02000348,2006-07-21,0,0,Hackney 004,0,2006,7,21,202,6,24.6096458435059
E02000348,2006-07-22,0,0,Hackney 004,0,2006,7,22,203,7,25.006498336792
E02000348,2006-07-23,0,0,Hackney 004,0,2006,7,23,204,1,21.9224224090576
E02000348,2006-07-24,0,0,Hackney 004,0,2006,7,24,205,2,22.7649536132813
E02000348,2006-07-25,0,0,Hackney 004,0,2006,7,25,206,3,24.5873908996582
E02000348,2006-07-26,0,0,Hackney 004,0,2006,7,26,207,4,26.1928863525391
E02000348,2006-07-27,0,0,Hackney 004,0,2006,7,27,208,5,24.7339820861816
E02000348,2006-07-28,0,0,Hackney 004,0,2006,7,28,209,6,23.0657768249512
E02000348,2006-07-29,0,0,Hackney 004,0,2006,7,29,210,7,21.7238883972168
E02000348,2006-07-30,0,0,Hackney 004,0,2006,7,30,211,1,22.0729179382324
E02000348,2006-07-31,0,0,Hackney 004,0,2006,7,31,212,2,20.2834339141846
E02000348,2006-08-01,0,0,Hackney 004,0,2006,8,1,213,3,18.5989475250244
E02000348,2006-08-02,0,0,Hackney 004,0,2006,8,2,214,4,18.5727787017822
E02000348,2006-08-03,0,0,Hackney 004,0,2006,8,3,215,5,17.0316619873047
E02000348,2006-08-04,0,0,Hackney 004,0,2006,8,4,216,6,17.1411380767822
E02000348,2006-08-05,0,0,Hackney 004,0,2006,8,5,217,7,19.7090854644775
E02000348,2006-08-06,0,0,Hackney 004,0,2006,8,6,218,1,22.3668041229248
E02000348,2006-08-07,0,0,Hackney 004,0,2006,8,7,219,2,21.082052230835
E02000348,2006-08-08,0,0,Hackney 004,0,2006,8,8,220,3,18.4807987213135
E02000348,2006-08-09,0,0,Hackney 004,0,2006,8,9,221,4,19.2263832092285
E02000348,2006-08-10,0,0,Hackney 004,0,2006,8,10,222,5,17.1837177276611
E02000348,2006-08-11,0,0,Hackney 004,0,2006,8,11,223,6,16.5859222412109
E02000348,2006-08-12,0,0,Hackney 004,0,2006,8,12,224,7,16.6816024780273
E02000348,2006-08-13,0,0,Hackney 004,0,2006,8,13,225,1,16.6405429840088
E02000348,2006-08-14,0,0,Hackney 004,0,2006,8,14,226,2,15.5459070205688
E02000348,2006-08-15,0,0,Hackney 004,0,2006,8,15,227,3,17.1632976531982
E02000348,2006-08-16,0,0,Hackney 004,0,2006,8,16,228,4,17.219934463501
E02000348,2006-08-17,0,0,Hackney 004,0,2006,8,17,229,5,18.5898284912109
E02000348,2006-08-18,0,0,Hackney 004,0,2006,8,18,230,6,17.931604385376
E02000348,2006-08-19,0,0,Hackney 004,0,2006,8,19,231,7,18.0982227325439
E02000348,2006-08-20,0,0,Hackney 004,0,2006,8,20,232,1,18.415319442749
E02000348,2006-08-21,0,0,Hackney 004,0,2006,8,21,233,2,17.5679702758789
E02000348,2006-08-22,0,0,Hackney 004,0,2006,8,22,234,3,16.4551200866699
E02000348,2006-08-23,0,0,Hackney 004,0,2006,8,23,235,4,17.6785984039307
E02000348,2006-08-24,0,0,Hackney 004,0,2006,8,24,236,5,17.8505172729492
E02000348,2006-08-25,0,0,Hackney 004,0,2006,8,25,237,6,16.1795043945313
E02000348,2006-08-26,0,0,Hackney 004,0,2006,8,26,238,7,17.5624675750732
E02000348,2006-08-27,0,0,Hackney 004,0,2006,8,27,239,1,17.6716156005859
E02000348,2006-08-28,0,0,Hackney 004,0,2006,8,28,240,2,16.8651542663574
E02000348,2006-08-29,0,0,Hackney 004,0,2006,8,29,241,3,15.9857578277588
E02000348,2006-08-30,0,0,Hackney 004,0,2006,8,30,242,4,15.6954965591431
E02000348,2006-08-31,0,0,Hackney 004,0,2006,8,31,243,5,19.1845607757568
E02000348,2013-06-01,0,0,Hackney 004,0,2013,6,1,152,7,14.1053152084351
E02000348,2013-06-02,0,0,Hackney 004,0,2013,6,2,153,1,13.4355182647705
E02000348,2013-06-03,0,0,Hackney 004,0,2013,6,3,154,2,13.1206321716309
E02000348,2013-06-04,0,0,Hackney 004,0,2013,6,4,155,3,13.5537748336792
E02000348,2013-06-05,0,0,Hackney 004,0,2013,6,5,156,4,14.5660934448242
E02000348,2013-06-06,0,0,Hackney 004,0,2013,6,6,157,5,15.0840330123901
E02000348,2013-06-07,0,0,Hackney 004,0,2013,6,7,158,6,14.9013261795044
E02000348,2013-06-08,0,0,Hackney 004,0,2013,6,8,159,7,13.0909452438355
E02000348,2013-06-09,0,0,Hackney 004,0,2013,6,9,160,1,12.467845916748
E02000348,2013-06-10,0,0,Hackney 004,0,2013,6,10,161,2,12.8256597518921
E02000348,2013-06-11,0,0,Hackney 004,0,2013,6,11,162,3,13.0903310775757
E02000348,2013-06-12,0,0,Hackney 004,0,2013,6,12,163,4,15.8461437225342
E02000348,2013-06-13,0,0,Hackney 004,0,2013,6,13,164,5,15.8478374481201
E02000348,2013-06-14,0,0,Hackney 004,0,2013,6,14,165,6,14.0387697219849
E02000348,2013-06-15,0,0,Hackney 004,0,2013,6,15,166,7,14.314884185791
E02000348,2013-06-16,0,0,Hackney 004,0,2013,6,16,167,1,14.7447166442871
E02000348,2013-06-17,0,0,Hackney 004,0,2013,6,17,168,2,16.418212890625
E02000348,2013-06-18,0,0,Hackney 004,0,2013,6,18,169,3,17.2324447631836
E02000348,2013-06-19,0,0,Hackney 004,0,2013,6,19,170,4,20.7569026947021
E02000348,2013-06-20,0,0,Hackney 004,0,2013,6,20,171,5,18.7654266357422
E02000348,2013-06-21,0,0,Hackney 004,0,2013,6,21,172,6,17.6523399353027
E02000348,2013-06-22,0,1,Hackney 004,1,2013,6,22,173,7,15.0276670455933
E02000348,2013-06-23,0,0,Hackney 004,0,2013,6,23,174,1,15.5674352645874
E02000348,2013-06-24,0,0,Hackney 004,0,2013,6,24,175,2,13.8955030441284
E02000348,2013-06-25,0,0,Hackney 004,0,2013,6,25,176,3,15.0919103622437
E02000348,2013-06-26,1,0,Hackney 004,1,2013,6,26,177,4,15.6775789260864
E02000348,2013-06-27,0,0,Hackney 004,0,2013,6,27,178,5,15.419394493103
E02000348,2013-06-28,0,0,Hackney 004,0,2013,6,28,179,6,16.4971542358398
E02000348,2013-06-29,0,0,Hackney 004,0,2013,6,29,180,7,17.4052314758301
E02000348,2013-06-30,1,0,Hackney 004,1,2013,6,30,181,1,20.2427616119385
E02000348,2013-07-01,0,0,Hackney 004,0,2013,7,1,182,2,17.0916557312012
E02000348,2013-07-02,0,0,Hackney 004,0,2013,7,2,183,3,14.6989517211914
E02000348,2013-07-03,0,0,Hackney 004,0,2013,7,3,184,4,17.7020740509033
E02000348,2013-07-04,0,0,Hackney 004,0,2013,7,4,185,5,18.0690689086914
E02000348,2013-07-05,0,0,Hackney 004,0,2013,7,5,186,6,18.879430770874
E02000348,2013-07-06,0,0,Hackney 004,0,2013,7,6,187,7,20.0630931854248
E02000348,2013-07-07,0,0,Hackney 004,0,2013,7,7,188,1,21.383092880249
E02000348,2013-07-08,0,0,Hackney 004,0,2013,7,8,189,2,20.2118835449219
E02000348,2013-07-09,0,0,Hackney 004,0,2013,7,9,190,3,18.7943439483643
E02000348,2013-07-10,1,0,Hackney 004,1,2013,7,10,191,4,17.942907333374
E02000348,2013-07-11,0,0,Hackney 004,0,2013,7,11,192,5,16.8967552185059
E02000348,2013-07-12,0,0,Hackney 004,0,2013,7,12,193,6,18.0336589813232
E02000348,2013-07-13,0,0,Hackney 004,0,2013,7,13,194,7,22.115234375
E02000348,2013-07-14,0,0,Hackney 004,0,2013,7,14,195,1,22.8229389190674
E02000348,2013-07-15,0,0,Hackney 004,0,2013,7,15,196,2,23.1445465087891
E02000348,2013-07-16,0,0,Hackney 004,0,2013,7,16,197,3,23.4825210571289
E02000348,2013-07-17,0,0,Hackney 004,0,2013,7,17,198,4,24.0583362579346
E02000348,2013-07-18,0,0,Hackney 004,0,2013,7,18,199,5,22.4707927703857
E02000348,2013-07-19,0,0,Hackney 004,0,2013,7,19,200,6,21.5848808288574
E02000348,2013-07-20,0,0,Hackney 004,0,2013,7,20,201,7,19.6230983734131
E02000348,2013-07-21,0,0,Hackney 004,0,2013,7,21,202,1,21.6597385406494
E02000348,2013-07-22,0,0,Hackney 004,0,2013,7,22,203,2,24.7121238708496
E02000348,2013-07-23,0,0,Hackney 004,0,2013,7,23,204,3,23.574161529541
E02000348,2013-07-24,0,0,Hackney 004,0,2013,7,24,205,4,21.3837623596191
E02000348,2013-07-25,0,0,Hackney 004,0,2013,7,25,206,5,21.1736736297607
E02000348,2013-07-26,0,0,Hackney 004,0,2013,7,26,207,6,20.5016174316406
E02000348,2013-07-27,0,0,Hackney 004,0,2013,7,27,208,7,21.3937320709229
E02000348,2013-07-28,0,1,Hackney 004,1,2013,7,28,209,1,19.7992496490479
E02000348,2013-07-29,0,0,Hackney 004,0,2013,7,29,210,2,19.6967086791992
E02000348,2013-07-30,0,0,Hackney 004,0,2013,7,30,211,3,18.4935092926025
E02000348,2013-07-31,0,0,Hackney 004,0,2013,7,31,212,4,20.8845272064209
E02000348,2013-08-01,0,0,Hackney 004,0,2013,8,1,213,5,24.7344627380371
E02000348,2013-08-02,0,0,Hackney 004,0,2013,8,2,214,6,21.145170211792
E02000348,2013-08-03,0,0,Hackney 004,0,2013,8,3,215,7,19.773796081543
E02000348,2013-08-04,0,0,Hackney 004,0,2013,8,4,216,1,19.1917819976807
E02000348,2013-08-05,0,0,Hackney 004,0,2013,8,5,217,2,20.240104675293
E02000348,2013-08-06,0,0,Hackney 004,0,2013,8,6,218,3,17.3659057617188
E02000348,2013-08-07,0,0,Hackney 004,0,2013,8,7,219,4,18.2039375305176
E02000348,2013-08-08,0,0,Hackney 004,0,2013,8,8,220,5,17.6579971313477
E02000348,2013-08-09,0,0,Hackney 004,0,2013,8,9,221,6,19.8984680175781
E02000348,2013-08-10,0,0,Hackney 004,0,2013,8,10,222,7,17.7417011260986
E02000348,2013-08-11,0,0,Hackney 004,0,2013,8,11,223,1,19.1947231292725
E02000348,2013-08-12,0,0,Hackney 004,0,2013,8,12,224,2,17.4738445281982
E02000348,2013-08-13,0,0,Hackney 004,0,2013,8,13,225,3,15.7561893463135
E02000348,2013-08-14,0,0,Hackney 004,0,2013,8,14,226,4,17.0395202636719
E02000348,2013-08-15,1,0,Hackney 004,1,2013,8,15,227,5,20.2265338897705
E02000348,2013-08-16,0,0,Hackney 004,0,2013,8,16,228,6,19.6499843597412
E02000348,2013-08-17,0,0,Hackney 004,0,2013,8,17,229,7,17.4525566101074
E02000348,2013-08-18,0,0,Hackney 004,0,2013,8,18,230,1,19.8508224487305
E02000348,2013-08-19,0,1,Hackney 004,1,2013,8,19,231,2,17.8242568969727
E02000348,2013-08-20,0,0,Hackney 004,0,2013,8,20,232,3,18.1642208099365
E02000348,2013-08-21,0,0,Hackney 004,0,2013,8,21,233,4,19.2784957885742
E02000348,2013-08-22,0,0,Hackney 004,0,2013,8,22,234,5,19.3483543395996
E02000348,2013-08-23,0,0,Hackney 004,0,2013,8,23,235,6,21.5889148712158
E02000348,2013-08-24,0,0,Hackney 004,0,2013,8,24,236,7,18.0949440002441
E02000348,2013-08-25,0,0,Hackney 004,0,2013,8,25,237,1,18.4073257446289
E02000348,2013-08-26,0,0,Hackney 004,0,2013,8,26,238,2,20.5221176147461
E02000348,2013-08-27,0,0,Hackney 004,0,2013,8,27,239,3,17.5881881713867
E02000348,2013-08-28,0,1,Hackney 004,1,2013,8,28,240,4,17.8220291137695
E02000348,2013-08-29,0,0,Hackney 004,0,2013,8,29,241,5,19.1567039489746
E02000348,2013-08-30,0,0,Hackney 004,0,2013,8,30,242,6,19.7595310211182
E02000348,2013-08-31,0,0,Hackney 004,0,2013,8,31,243,7,17.1551036834717
E02000350,2006-06-01,0,0,Hackney 006,0,2006,6,1,152,5,11.303936958313
E02000350,2006-06-02,0,0,Hackney 006,0,2006,6,2,153,6,14.9490242004395
E02000350,2006-06-03,0,0,Hackney 006,0,2006,6,3,154,7,16.696403503418
E02000350,2006-06-04,0,0,Hackney 006,0,2006,6,4,155,1,16.7739582061768
E02000350,2006-06-05,0,0,Hackney 006,0,2006,6,5,156,2,16.0067272186279
E02000350,2006-06-06,0,0,Hackney 006,0,2006,6,6,157,3,14.4134864807129
E02000350,2006-06-07,0,0,Hackney 006,0,2006,6,7,158,4,18.3714962005615
E02000350,2006-06-08,0,0,Hackney 006,0,2006,6,8,159,5,20.2119178771973
E02000350,2006-06-09,0,0,Hackney 006,0,2006,6,9,160,6,19.4885635375977
E02000350,2006-06-10,0,0,Hackney 006,0,2006,6,10,161,7,21.3043308258057
E02000350,2006-06-11,1,0,Hackney 006,1,2006,6,11,162,1,22.9184188842773
E02000350,2006-06-12,0,0,Hackney 006,0,2006,6,12,163,2,24.961259841919
E02000350,2006-06-13,0,0,Hackney 006,0,2006,6,13,164,3,20.6265392303467
E02000350,2006-06-14,0,0,Hackney 006,0,2006,6,14,165,4,16.282865524292
E02000350,2006-06-15,0,0,Hackney 006,0,2006,6,15,166,5,16.1013584136963
E02000350,2006-06-16,0,0,Hackney 006,0,2006,6,16,167,6,18.2766208648682
E02000350,2006-06-17,0,0,Hackney 006,0,2006,6,17,168,7,21.1905174255371
E02000350,2006-06-18,0,0,Hackney 006,0,2006,6,18,169,1,20.3413162231445
E02000350,2006-06-19,0,0,Hackney 006,0,2006,6,19,170,2,17.9650402069092
E02000350,2006-06-20,0,0,Hackney 006,0,2006,6,20,171,3,18.5399951934814
E02000350,2006-06-21,0,0,Hackney 006,0,2006,6,21,172,4,17.2347373962402
E02000350,2006-06-22,0,0,Hackney 006,0,2006,6,22,173,5,15.7956399917603
E02000350,2006-06-23,0,0,Hackney 006,0,2006,6,23,174,6,16.2320823669434
E02000350,2006-06-24,0,0,Hackney 006,0,2006,6,24,175,7,18.7443656921387
E02000350,2006-06-25,0,0,Hackney 006,0,2006,6,25,176,1,18.2850971221924
E02000350,2006-06-26,0,0,Hackney 006,0,2006,6,26,177,2,14.8623018264771
E02000350,2006-06-27,0,0,Hackney 006,0,2006,6,27,178,3,15.4244384765625
E02000350,2006-06-28,0,0,Hackney 006,0,2006,6,28,179,4,16.590259552002
E02000350,2006-06-29,0,0,Hackney 006,0,2006,6,29,180,5,18.0344715118408
E02000350,2006-06-30,0,0,Hackney 006,0,2006,6,30,181,6,20.2113018035889
E02000350,2006-07-01,0,0,Hackney 006,0,2006,7,1,182,7,21.6951770782471
E02000350,2006-07-02,0,0,Hackney 006,0,2006,7,2,183,1,24.6110038757324
E02000350,2006-07-03,0,0,Hackney 006,0,2006,7,3,184,2,23.7146034240723
E02000350,2006-07-04,0,0,Hackney 006,0,2006,7,4,185,3,23.5307483673096
E02000350,2006-07-05,0,0,Hackney 006,0,2006,7,5,186,4,20.734769821167
E02000350,2006-07-06,0,0,Hackney 006,0,2006,7,6,187,5,20.9587879180908
E02000350,2006-07-07,0,0,Hackney 006,0,2006,7,7,188,6,19.483865737915
E02000350,2006-07-08,0,1,Hackney 006,1,2006,7,8,189,7,18.2066917419434
E02000350,2006-07-09,0,0,Hackney 006,0,2006,7,9,190,1,19.0218772888184
E02000350,2006-07-10,0,0,Hackney 006,0,2006,7,10,191,2,18.5112342834473
E02000350,2006-07-11,1,0,Hackney 006,1,2006,7,11,192,3,21.3644332885742
E02000350,2006-07-12,1,0,Hackney 006,1,2006,7,12,193,4,20.1237735748291
E02000350,2006-07-13,0,0,Hackney 006,0,2006,7,13,194,5,19.0488471984863
E02000350,2006-07-14,0,0,Hackney 006,0,2006,7,14,195,6,17.5295543670654
E02000350,2006-07-15,0,0,Hackney 006,0,2006,7,15,196,7,19.2258491516113
E02000350,2006-07-16,0,0,Hackney 006,0,2006,7,16,197,1,21.7400035858154
E02000350,2006-07-17,0,1,Hackney 006,1,2006,7,17,198,2,23.4580535888672
E02000350,2006-07-18,0,0,Hackney 006,0,2006,7,18,199,3,24.0334815979004
E02000350,2006-07-19,0,0,Hackney 006,0,2006,7,19,200,4,25.8715229034424
E02000350,2006-07-20,0,0,Hackney 006,0,2006,7,20,201,5,25.5108528137207
E02000350,2006-07-21,0,0,Hackney 006,0,2006,7,21,202,6,24.6588764190674
E02000350,2006-07-22,0,0,Hackney 006,0,2006,7,22,203,7,25.0555076599121
E02000350,2006-07-23,0,0,Hackney 006,0,2006,7,23,204,1,21.9445629119873
E02000350,2006-07-24,0,0,Hackney 006,0,2006,7,24,205,2,22.8209571838379
E02000350,2006-07-25,0,1,Hackney 006,1,2006,7,25,206,3,24.6516723632813
E02000350,2006-07-26,0,0,Hackney 006,0,2006,7,26,207,4,26.2877178192139
E02000350,2006-07-27,1,0,Hackney 006,1,2006,7,27,208,5,24.7876358032227
E02000350,2006-07-28,0,0,Hackney 006,0,2006,7,28,209,6,23.1239776611328
E02000350,2006-07-29,0,0,Hackney 006,0,2006,7,29,210,7,21.775951385498
E02000350,2006-07-30,1,0,Hackney 006,1,2006,7,30,211,1,22.1284866333008
E02000350,2006-07-31,0,0,Hackney 006,0,2006,7,31,212,2,20.3271522521973
E02000350,2006-08-01,0,0,Hackney 006,0,2006,8,1,213,3,18.6401042938232
E02000350,2006-08-02,0,0,Hackney 006,0,2006,8,2,214,4,18.6121597290039
E02000350,2006-08-03,0,0,Hackney 006,0,2006,8,3,215,5,17.0502605438232
E02000350,2006-08-04,0,0,Hackney 006,0,2006,8,4,216,6,17.2058334350586
E02000350,2006-08-05,0,1,Hackney 006,1,2006,8,5,217,7,19.7390365600586
E02000350,2006-08-06,0,0,Hackney 006,0,2006,8,6,218,1,22.4166240692139
E02000350,2006-08-07,0,0,Hackney 006,0,2006,8,7,219,2,21.1174259185791
E02000350,2006-08-08,0,0,Hackney 006,0,2006,8,8,220,3,18.5782814025879
E02000350,2006-08-09,0,0,Hackney 006,0,2006,8,9,221,4,19.2560367584229
E02000350,2006-08-10,0,0,Hackney 006,0,2006,8,10,222,5,17.2303943634033
E02000350,2006-08-11,0,0,Hackney 006,0,2006,8,11,223,6,16.6175060272217
E02000350,2006-08-12,0,0,Hackney 006,0,2006,8,12,224,7,16.6979446411133
E02000350,2006-08-13,0,0,Hackney 006,0,2006,8,13,225,1,16.6794013977051
E02000350,2006-08-14,0,0,Hackney 006,0,2006,8,14,226,2,15.5767345428467
E02000350,2006-08-15,0,0,Hackney 006,0,2006,8,15,227,3,17.188102722168
E02000350,2006-08-16,0,0,Hackney 006,0,2006,8,16,228,4,17.2533931732178
E02000350,2006-08-17,0,0,Hackney 006,0,2006,8,17,229,5,18.6274871826172
E02000350,2006-08-18,0,0,Hackney 006,0,2006,8,18,230,6,17.9697570800781
E02000350,2006-08-19,0,1,Hackney 006,1,2006,8,19,231,7,18.1176528930664
E02000350,2006-08-20,0,0,Hackney 006,0,2006,8,20,232,1,18.4369583129883
E02000350,2006-08-21,0,0,Hackney 006,0,2006,8,21,233,2,17.6026954650879
E02000350,2006-08-22,0,0,Hackney 006,0,2006,8,22,234,3,16.4961452484131
E02000350,2006-08-23,0,0,Hackney 006,0,2006,8,23,235,4,17.7163314819336
E02000350,2006-08-24,0,0,Hackney 006,0,2006,8,24,236,5,17.8899536132813
E02000350,2006-08-25,0,0,Hackney 006,0,2006,8,25,237,6,16.2274684906006
E02000350,2006-08-26,0,0,Hackney 006,0,2006,8,26,238,7,17.5818347930908
E02000350,2006-08-27,0,0,Hackney 006,0,2006,8,27,239,1,17.7138576507568
E02000350,2006-08-28,0,0,Hackney 006,0,2006,8,28,240,2,16.8912811279297
E02000350,2006-08-29,0,0,Hackney 006,0,2006,8,29,241,3,16.0178985595703
E02000350,2006-08-30,0,0,Hackney 006,0,2006,8,30,242,4,15.730637550354
E02000350,2006-08-31,0,0,Hackney 006,0,2006,8,31,243,5,19.2264080047607
E02000350,2013-06-01,0,0,Hackney 006,0,2013,6,1,152,7,14.1581115722656
E02000350,2013-06-02,0,0,Hackney 006,0,2013,6,2,153,1,13.4635515213013
E02000350,2013-06-03,0,0,Hackney 006,0,2013,6,3,154,2,13.2127161026001
E02000350,2013-06-04,0,0,Hackney 006,0,2013,6,4,155,3,13.6292381286621
E02000350,2013-06-05,0,0,Hackney 006,0,2013,6,5,156,4,14.6143817901611
E02000350,2013-06-06,0,0,Hackney 006,0,2013,6,6,157,5,15.140983581543
E02000350,2013-06-07,0,0,Hackney 006,0,2013,6,7,158,6,14.9592809677124
E02000350,2013-06-08,0,0,Hackney 006,0,2013,6,8,159,7,13.1499433517456
E02000350,2013-06-09,0,0,Hackney 006,0,2013,6,9,160,1,12.5029458999634
E02000350,2013-06-10,0,0,Hackney 006,0,2013,6,10,161,2,12.8888521194458
E02000350,2013-06-11,0,0,Hackney 006,0,2013,6,11,162,3,13.1399869918823
E02000350,2013-06-12,0,0,Hackney 006,0,2013,6,12,163,4,15.8772058486938
E02000350,2013-06-13,0,0,Hackney 006,0,2013,6,13,164,5,15.8669853210449
E02000350,2013-06-14,0,0,Hackney 006,0,2013,6,14,165,6,14.0817050933838
E02000350,2013-06-15,1,0,Hackney 006,1,2013,6,15,166,7,14.3299198150635
E02000350,2013-06-16,0,0,Hackney 006,0,2013,6,16,167,1,14.7844934463501
E02000350,2013-06-17,0,0,Hackney 006,0,2013,6,17,168,2,16.4895820617676
E02000350,2013-06-18,1,0,Hackney 006,1,2013,6,18,169,3,17.2828788757324
E02000350,2013-06-19,0,0,Hackney 006,0,2013,6,19,170,4,20.8088855743408
E02000350,2013-06-20,0,0,Hackney 006,0,2013,6,20,171,5,18.8081741333008
E02000350,2013-06-21,0,0,Hackney 006,0,2013,6,21,172,6,17.6967258453369
E02000350,2013-06-22,0,0,Hackney 006,0,2013,6,22,173,7,15.0687589645386
E02000350,2013-06-23,0,0,Hackney 006,0,2013,6,23,174,1,15.5859279632568
E02000350,2013-06-24,0,0,Hackney 006,0,2013,6,24,175,2,13.9145803451538
E02000350,2013-06-25,0,0,Hackney 006,0,2013,6,25,176,3,15.1966352462769
E02000350,2013-06-26,0,0,Hackney 006,0,2013,6,26,177,4,15.7238597869873
E02000350,2013-06-27,0,0,Hackney 006,0,2013,6,27,178,5,15.4951238632202
E02000350,2013-06-28,0,0,Hackney 006,0,2013,6,28,179,6,16.526985168457
E02000350,2013-06-29,0,0,Hackney 006,0,2013,6,29,180,7,17.4537487030029
E02000350,2013-06-30,0,0,Hackney 006,0,2013,6,30,181,1,20.2998237609863
E02000350,2013-07-01,0,0,Hackney 006,0,2013,7,1,182,2,17.1467819213867
E02000350,2013-07-02,0,0,Hackney 006,0,2013,7,2,183,3,14.7715625762939
E02000350,2013-07-03,0,0,Hackney 006,0,2013,7,3,184,4,17.7245025634766
E02000350,2013-07-04,0,0,Hackney 006,0,2013,7,4,185,5,18.1145458221436
E02000350,2013-07-05,0,0,Hackney 006,0,2013,7,5,186,6,18.9321460723877
E02000350,2013-07-06,0,0,Hackney 006,0,2013,7,6,187,7,20.1423072814941
E02000350,2013-07-07,0,0,Hackney 006,0,2013,7,7,188,1,21.4836463928223
E02000350,2013-07-08,0,0,Hackney 006,0,2013,7,8,189,2,20.2854843139648
E02000350,2013-07-09,0,0,Hackney 006,0,2013,7,9,190,3,18.8571472167969
